series_id,fund_name,lei,isin,isin_source,figi,share_class_figi,figi_ticker,class_id,class_name,resolution
S000005288,Eaton Vance Government Obligations Fund,549300FGUNKHMTW51F25,US2779232808,SEC-NPORT,BBG0015KHL11,BBG001TC1V45,EGRAX,,,unresolved
S000005291,Eaton Vance Tax-Managed Global Dividend Income Fund,549300Z2BEI5EWNGNW76,US2779236866,SEC-NPORT,BBG000RR9590,BBG001T05606,EIDIX,C000054103,Eaton Vance Tax-Managed Global Dividend Income Fund Class I,figi-ticker-join
S000005301,Eaton Vance Short Duration Strategic Income Fund,TRR43XJWNSQTT4ZJ4373,US2779235793,SEC-NPORT,BBG000HF6D84,BBG001T4D903,ESIIX,C000077400,Eaton Vance Short Duration Strategic Income Fund Class I,figi-ticker-join
S000005312,Neiman Large Cap Value Fund,549300VJZMKII44H9B06,US6401931083,GLEIF,BBG000H21W13,BBG001SP2YP7,NEIMX,C000014503,No-Load Shares,figi-ticker-join
S000005314,Paradigm Value Fund,549300NPWLUY0KJ0VJ69,US69901E1047,GLEIF,BBG000N9L6B5,BBG001SKPKM6,PVFAX,C000014505,Paradigm Value Fund,unique-pairing
S000005316,Paradigm Select Fund,549300MOWYRO1YRYAC56,US69901E3027,GLEIF,BBG000C7CFB1,BBG001SF4PL0,PFSLX,C000014507,Paradigm Select Fund,unique-pairing
S000005360,TIAA-CREF Equity Index Fund,5493008XKF5QLPMT8X42,US87245P2965,SEC-NPORT,BBG00L1CCTJ8,BBG00L1CCTM4,TEQWX,,,unresolved
S000005368,TIAA-CREF International Equity Index Fund,5493007QRNHFHVDGR653,US87245P2395,SEC-NPORT,BBG00L1CDBL3,BBG00L1CDBP9,TCIWX,,,unresolved
S000005370,TIAA-CREF Growth & Income Fund,549300H2QF6W68HZGC62,US87244W4096,SEC-NPORT,BBG000CMVJV7,BBG001SFLH75,TIGRX,C000014631,Institutional Class,figi-ticker-join
S000005370,TIAA-CREF Growth & Income Fund,549300H2QF6W68HZGC62,US87245M1036,GLEIF,BBG000T2VFP8,BBG001T5N5M3,TRPGX,C000079554,Premier Class,figi-ticker-join
S000005370,TIAA-CREF Growth & Income Fund,549300H2QF6W68HZGC62,US87245P1975,SEC-NPORT,BBG00L1CCZM0,BBG00L1CCZS4,TGIWX,,,unresolved
S000005372,TIAA-CREF Bond Fund,YWIZ7MJ37MMDNKLMSJ20,US87244W6075,SEC-NPORT,BBG000CK4NC3,BBG001SFHJV9,TIBDX,C000014635,Institutional Class,figi-ticker-join
S000005372,TIAA-CREF Bond Fund,YWIZ7MJ37MMDNKLMSJ20,US87245P4292,SEC-NPORT,BBG00L1CCSM6,BBG00L1CCSN5,TBBWX,,,unresolved
S000005373,TIAA-CREF Inflation-Linked Bond Fund,549300IMCW5W9RAP7S77,US87245P3799,SEC-NPORT,BBG00L1CDDX6,BBG00L1CDDY5,TIIWX,,,unresolved
S000005381,TIAA-CREF International Equity Fund,5493008RRTKJOPRQXQ17,US87244W1027,SEC-NPORT,BBG000CMVKB6,BBG001SFLH93,TIIEX,C000014645,Institutional Class,figi-ticker-join
S000005381,TIAA-CREF International Equity Fund,5493008RRTKJOPRQXQ17,US87249N3052,SEC-NPORT,BBG00L1CD5P2,BBG00L1CD5X3,TIEWX,,,unresolved
S000005383,TIAA-CREF Large-Cap Value Fund,5493000JPMJ0WJUSV611,US87244W7305,SEC-NPORT,BBG000P9KP22,BBG001SL77F1,TRLIX,C000014648,Institutional Class,figi-ticker-join
S000005383,TIAA-CREF Large-Cap Value Fund,5493000JPMJ0WJUSV611,US87245P1710,SEC-NPORT,BBG00L1CDKY9,BBG00L1CDKZ8,TRLWX,,,unresolved
S000005386,TIAA-CREF Small-Cap Equity Fund,5493008H8U7UF8JZVG45,US87244W8394,SEC-NPORT,BBG000P9KHR3,BBG001SL7752,TISEX,C000014657,Institutional Class,figi-ticker-join
S000005386,TIAA-CREF Small-Cap Equity Fund,5493008H8U7UF8JZVG45,US87245P1488,SEC-NPORT,BBG00L1CF213,BBG00L1CF222,TSCWX,,,unresolved
S000005387,TIAA-CREF Large-Cap Growth Index Fund,549300JBY486SSZLNW78,US87244W6802,SEC-NPORT,BBG000P9KJ08,BBG001SL7761,TILIX,C000014660,Institutional Class,figi-ticker-join
S000005425,NVIT Emerging Markets Fund,5493002UNR3UFZ70VL08,US63868M4649,SEC-NPORT,,,,,,unresolved
S000005450,Fidelity Capital Appreciation Fund,TRGFDH1RJ5Y5V0PPH479,US3160661092,GLEIF,BBG000BC3RP0,BBG001S659Y1,FDCAX,C000014851,Fidelity Capital Appreciation Fund,figi-ticker-join
S000005451,Fidelity Disciplined Equity Fund,0K3XL4XT51O2YLVWP839,US3160662082,GLEIF,BBG000B9X7L2,BBG001S5NMD7,FDEQX,C000014852,Fidelity Disciplined Equity Fund,figi-ticker-join
S000005452,Fidelity Focused Stock Fund,OADHEP9E1VEPLLH6CD31,US3160664062,GLEIF,BBG000BGXPN4,BBG001S9HWF2,FTQGX,C000014853,Fidelity Focused Stock Fund,unique-pairing
S000005454,Fidelity Stock Selector All Cap Fund,KZNVJPK84DYQ5URWYM45,US3160663072,GLEIF,BBG000BFMQG4,BBG001S6PXR4,FDSSX,C000014855,Fidelity Stock Selector All Cap Fund,figi-ticker-join
S000005466,Deutsche Enhanced Emerging Markets Fixed Income Fund,LBPF8NSCNKWC3WP4IN32,US25156A8412,SEC-NPORT,BBG000GKBNG7,BBG001STGT02,SZEIX,C000063958,Institutional Class,figi-ticker-join
S000005485,GMO Benchmark-Free Allocation Fund,JROIJZODPR8PSX12FZ19,US3620146072,SEC-NPORT,BBG003Q8MYT7,BBG003Q8MYV4,GBMBX,C000109350,Class IV,figi-ticker-join
S000005493,Fidelity California AMT Tax-Free Money Market Fund,549300WDOGPZUM1LZ186,US31606Y1082,GLEIF,BBG000C50H42,BBG001ST8L44,FSBXX,C000047918,Fidelity California AMT Tax-Free Money Market Fund: Institutional Class,figi-ticker-join
S000005498,PUTNAM CALIFORNIA TAX EXEMPT INCOME TRUST,25FMNUC4AQ8P07BF5K25,US7464492062,GLEIF,,,,,,unresolved
S000005498,PUTNAM CALIFORNIA TAX EXEMPT INCOME TRUST,25FMNUC4AQ8P07BF5K25,US7464494043,GLEIF,,,,,,unresolved
S000005511,PUTNAM CONVERTIBLE SECURITIES FUND,MFUGQW3FOQNH8167YS65,US7464761003,GLEIF,BBG000BBY4L3,BBG001S64MX4,PCONX,C000015004,Class A Shares,figi-ticker-join
S000005511,PUTNAM CONVERTIBLE SECURITIES FUND,MFUGQW3FOQNH8167YS65,US7464763082,GLEIF,,,,,,unresolved
S000005511,PUTNAM CONVERTIBLE SECURITIES FUND,MFUGQW3FOQNH8167YS65,US7464764072,GLEIF,BBG000BRWHR5,BBG001SCS0L6,PCGYX,C000015008,Class Y Shares,figi-ticker-join
S000005511,PUTNAM CONVERTIBLE SECURITIES FUND,MFUGQW3FOQNH8167YS65,US7464765061,GLEIF,BBG000D7VRW0,BBG001T1YKD7,PRCCX,,,unresolved
S000005511,PUTNAM CONVERTIBLE SECURITIES FUND,MFUGQW3FOQNH8167YS65,US7464766051,GLEIF,BBG000BWYW62,BBG001SHTV54,PCVRX,C000015007,Class R Shares,figi-ticker-join
S000005511,PUTNAM CONVERTIBLE SECURITIES FUND,MFUGQW3FOQNH8167YS65,US7464767042,GLEIF,BBG0087HXJW4,BBG0087HXJX3,PCNIX,,,unresolved
S000005511,PUTNAM CONVERTIBLE SECURITIES FUND,MFUGQW3FOQNH8167YS65,US7464768032,GLEIF,,,,,,unresolved
S000005511,PUTNAM CONVERTIBLE SECURITIES FUND,MFUGQW3FOQNH8167YS65,US7464768867,GLEIF,BBG00GXFY6P6,BBG00GXFY6Q5,PCNTX,,,unresolved
S000005514,Schwab Core Equity Fund,549300L2MFZ33S0CO521,US8085098064,SEC-NPORT,BBG000GZKWP4,BBG001S92RF9,SWANX,C000015013,Investor Shares,figi-ticker-join
S000005516,Schwab Small-Cap Equity Fund,54930086LYMXICNS1162,US8085096738,SEC-NPORT,BBG000PVPHN3,BBG001SLTJ98,SWSCX,C000015017,Select Shares,figi-ticker-join
S000005529,PUTNAM DIVERSIFIED INCOME TRUST,BEV01UAW1ZICRL6JHE75,US7467041056,GLEIF,BBG000BBY736,BBG001S64N26,PDINX,C000015036,Class A Shares,figi-ticker-join
S000005529,PUTNAM DIVERSIFIED INCOME TRUST,BEV01UAW1ZICRL6JHE75,US7467043037,GLEIF,BBG000BZV1S2,BBG001SKQ1G4,PDVCX,C000015038,Class C Shares,figi-ticker-join
S000005529,PUTNAM DIVERSIFIED INCOME TRUST,BEV01UAW1ZICRL6JHE75,US7467044027,GLEIF,BBG000BM5QP8,BBG001S7LX50,PDVMX,C000015039,Class M Shares,figi-ticker-join
S000005529,PUTNAM DIVERSIFIED INCOME TRUST,BEV01UAW1ZICRL6JHE75,US7467045016,GLEIF,BBG000BRFFG0,BBG001SC5PX3,PDVYX,C000015041,Class Y Shares,figi-ticker-join
S000005529,PUTNAM DIVERSIFIED INCOME TRUST,BEV01UAW1ZICRL6JHE75,US7467046006,GLEIF,BBG000BWZBX7,BBG001SHVT47,PDVRX,C000015040,Class R Shares,figi-ticker-join
S000005529,PUTNAM DIVERSIFIED INCOME TRUST,BEV01UAW1ZICRL6JHE75,US7467047095,GLEIF,,,,,,unresolved
S000005529,PUTNAM DIVERSIFIED INCOME TRUST,BEV01UAW1ZICRL6JHE75,US7467048085,GLEIF,BBG005P1T9Z9,BBG005P1TB11,PDVGX,,,unresolved
S000005529,PUTNAM DIVERSIFIED INCOME TRUST,BEV01UAW1ZICRL6JHE75,US7467048812,GLEIF,BBG00GXFY6X7,BBG00GXFY6Y6,PDVTX,,,unresolved
S000005539,PRIMECAP Odyssey Stock Fund,254900B5NUO3LN4OWQ88,US74160Q3011,GLEIF,BBG000QPWH66,BBG001SNCZV1,POSKX,C000015069,PRIMECAP Odyssey Stock Fund,unique-pairing
S000005540,PRIMECAP Odyssey Growth Fund,254900D4M5B1SCROVT11,US74160Q1031,GLEIF,BBG000QPWGX8,BBG001SNCZT4,POGRX,C000015070,PRIMECAP Odyssey Growth Fund,unique-pairing
S000005541,PRIMECAP Odyssey Aggressive Growth Fund,2549009N8YAO12OLQN38,US74160Q2021,GLEIF,BBG000QPWDZ3,BBG001SNCZH7,POAGX,C000015071,PRIMECAP Odyssey Aggressive Growth Fund,unique-pairing
S000005569,Nuveen Small Cap Select Fund,549300EL862DX4ZV4125,US6706935631,SEC-NPORT,BBG00JZ5RRD5,BBG00JZ5RRF3,ASEFX,,,unresolved
S000005579,Nuveen Dividend Value Fund,549300W2PEK6JFFS9G96,US6706901302,SEC-NPORT,BBG0042G0LQ8,BBG0042G0LR7,FFEFX,C000123980,Class R6,figi-ticker-join
S000005581,PUTNAM EQUITY INCOME FUND,CZH3VR3I6CWL6QA8GG38,US7467451081,GLEIF,BBG000BK81Q3,BBG001S7DND2,PEYAX,C000015218,Class A Shares,figi-ticker-join
S000005581,PUTNAM EQUITY INCOME FUND,CZH3VR3I6CWL6QA8GG38,US7467453061,GLEIF,,,,,,unresolved
S000005581,PUTNAM EQUITY INCOME FUND,CZH3VR3I6CWL6QA8GG38,US7467454051,GLEIF,BBG000BNQGF6,BBG001S8QSP2,PEIYX,C000015223,Class Y Shares,figi-ticker-join
S000005581,PUTNAM EQUITY INCOME FUND,CZH3VR3I6CWL6QA8GG38,US7467455041,GLEIF,BBG000BYLD64,BBG001SJH7P4,PEQCX,C000015220,Class C Shares,figi-ticker-join
S000005581,PUTNAM EQUITY INCOME FUND,CZH3VR3I6CWL6QA8GG38,US7467456031,GLEIF,BBG000C0Q2R3,BBG001SLW790,PEQRX,C000015222,Class R Shares,figi-ticker-join
S000005581,PUTNAM EQUITY INCOME FUND,CZH3VR3I6CWL6QA8GG38,US7467457021,GLEIF,BBG00351D0J0,BBG00351D0K8,PEQLX,,,unresolved
S000005581,PUTNAM EQUITY INCOME FUND,CZH3VR3I6CWL6QA8GG38,US7467458011,GLEIF,BBG00351D0Q2,BBG00351D0R1,PEQSX,,,unresolved
S000005581,PUTNAM EQUITY INCOME FUND,CZH3VR3I6CWL6QA8GG38,US7467458847,GLEIF,,,,,,unresolved
S000005593,Litman Gregory Masters Equity Fund,54930063RDJK1Y781K15,US53700T1088,GLEIF,BBG000BN1M06,BBG001S9FRQ3,MSEFX,C000015260,Institutional Class,figi-ticker-join
S000005597,GEORGE PUTNAM FUND OF BOSTON,UXP1ED8ZRKQ0D2W0Y977,US37252M1080,GLEIF,BBG000BBY8C4,BBG001S64N44,PGEOX,C000015264,Class A Shares,figi-ticker-join
S000005597,GEORGE PUTNAM FUND OF BOSTON,UXP1ED8ZRKQ0D2W0Y977,US37252M3060,GLEIF,BBG000BPB6L2,BBG001S95DF7,PGPCX,C000015266,Class C Shares,figi-ticker-join
S000005597,GEORGE PUTNAM FUND OF BOSTON,UXP1ED8ZRKQ0D2W0Y977,US37252M4050,GLEIF,BBG000BN9F03,BBG001S8H625,PGEMX,C000015267,Class M Shares,figi-ticker-join
S000005597,GEORGE PUTNAM FUND OF BOSTON,UXP1ED8ZRKQ0D2W0Y977,US37252M5040,GLEIF,BBG000C0Q480,BBG001SLW7C6,PGPRX,C000015268,Class R Shares,figi-ticker-join
S000005597,GEORGE PUTNAM FUND OF BOSTON,UXP1ED8ZRKQ0D2W0Y977,US37252M6030,GLEIF,BBG000BRFGF9,BBG001SC5PZ1,PGEYX,C000015269,Class Y Shares,figi-ticker-join
S000005597,GEORGE PUTNAM FUND OF BOSTON,UXP1ED8ZRKQ0D2W0Y977,US37252M7020,GLEIF,BBG005P1T5G8,BBG005P1T5H7,PGELX,,,unresolved
S000005597,GEORGE PUTNAM FUND OF BOSTON,UXP1ED8ZRKQ0D2W0Y977,US37252M8010,GLEIF,BBG005P1T6V9,BBG005P1T6W8,PGEJX,,,unresolved
S000005597,GEORGE PUTNAM FUND OF BOSTON,UXP1ED8ZRKQ0D2W0Y977,US37252M8846,GLEIF,BBG00GFPYKT9,BBG00GFPYKV6,PGPTX,,,unresolved
S000005651,PUTNAM GLOBAL EQUITY FUND,549300FV316LC0KMW630,US7467701063,GLEIF,,,,,,unresolved
S000005651,PUTNAM GLOBAL EQUITY FUND,549300FV316LC0KMW630,US7467702053,GLEIF,,,,,,unresolved
S000005651,PUTNAM GLOBAL EQUITY FUND,549300FV316LC0KMW630,US7467703044,GLEIF,,,,,,unresolved
S000005651,PUTNAM GLOBAL EQUITY FUND,549300FV316LC0KMW630,US7467704034,GLEIF,,,,,,unresolved
S000005651,PUTNAM GLOBAL EQUITY FUND,549300FV316LC0KMW630,US7467721020,GLEIF,BBG000BBY7R0,BBG001S64N35,PEQUX,C000015432,Class A Shares,figi-ticker-join
S000005651,PUTNAM GLOBAL EQUITY FUND,549300FV316LC0KMW630,US7467723000,GLEIF,BBG000BT6XH6,BBG001SDYH30,PUGCX,C000015434,Class C Shares,figi-ticker-join
S000005651,PUTNAM GLOBAL EQUITY FUND,549300FV316LC0KMW630,US7467724099,GLEIF,BBG000BRFG50,BBG001SC5PY2,PEQYX,C000015437,Class Y Shares,figi-ticker-join
S000005651,PUTNAM GLOBAL EQUITY FUND,549300FV316LC0KMW630,US7467725088,GLEIF,,,,,,unresolved
S000005651,PUTNAM GLOBAL EQUITY FUND,549300FV316LC0KMW630,US7467726078,GLEIF,BBG000C0Q4H0,BBG001SLW7D5,PGLRX,C000015436,Class R Shares,figi-ticker-join
S000005651,PUTNAM GLOBAL EQUITY FUND,549300FV316LC0KMW630,US7467728058,GLEIF,BBG00351H3K8,BBG00351H3L7,PGLEX,,,unresolved
S000005651,PUTNAM GLOBAL EQUITY FUND,549300FV316LC0KMW630,US7467728884,GLEIF,BBG00GXFY765,BBG00GXFY774,PGLTX,,,unresolved
S000005653,PUTNAM GLOBAL INCOME TRUST,YG36PGJJVUMHC9JGGU34,US74677Q1094,GLEIF,BBG000BBY8V3,BBG001S64N53,PGGIX,C000015448,Class A Shares,figi-ticker-join
S000005653,PUTNAM GLOBAL INCOME TRUST,YG36PGJJVUMHC9JGGU34,US74677Q3074,GLEIF,BBG001QQF9W0,BBG001V1J615,PGGLX,,,unresolved
S000005653,PUTNAM GLOBAL INCOME TRUST,YG36PGJJVUMHC9JGGU34,US74677Q4064,GLEIF,,,,,,unresolved
S000005653,PUTNAM GLOBAL INCOME TRUST,YG36PGJJVUMHC9JGGU34,US74677Q5053,GLEIF,BBG000BWZC29,BBG001SHVT65,PGBRX,C000015451,Class R Shares,figi-ticker-join
S000005653,PUTNAM GLOBAL INCOME TRUST,YG36PGJJVUMHC9JGGU34,US74677Q6044,GLEIF,BBG001711096,BBG001TCNMW0,PGGYX,,,unresolved
S000005653,PUTNAM GLOBAL INCOME TRUST,YG36PGJJVUMHC9JGGU34,US74677Q7034,GLEIF,BBG00351HK66,BBG00351HK75,PGGDX,,,unresolved
S000005653,PUTNAM GLOBAL INCOME TRUST,YG36PGJJVUMHC9JGGU34,US74677Q8024,GLEIF,BBG00351HQW4,BBG00351HQX3,PGGEX,,,unresolved
S000005653,PUTNAM GLOBAL INCOME TRUST,YG36PGJJVUMHC9JGGU34,US74677Q8859,GLEIF,BBG00GXFY738,BBG00GXFY747,PGGTX,,,unresolved
S000005666,PUTNAM GLOBAL HEALTH CARE FUND,549300O4L9RZ8L6RDS91,US7467781099,GLEIF,BBG000BBK4V7,BBG001S5YYT2,PHSTX,C000015515,Class A Shares,figi-ticker-join
S000005666,PUTNAM GLOBAL HEALTH CARE FUND,549300O4L9RZ8L6RDS91,US7467783079,GLEIF,BBG000BTKD20,BBG001SF9343,PCHSX,C000015517,Class C Shares,figi-ticker-join
S000005666,PUTNAM GLOBAL HEALTH CARE FUND,549300O4L9RZ8L6RDS91,US7467784069,GLEIF,,,,,,unresolved
S000005666,PUTNAM GLOBAL HEALTH CARE FUND,549300O4L9RZ8L6RDS91,US7467785058,GLEIF,BBG000BSTRK2,BBG001SDJTN9,PHSYX,C000015520,Class Y Shares,figi-ticker-join
S000005666,PUTNAM GLOBAL HEALTH CARE FUND,549300O4L9RZ8L6RDS91,US7467786049,GLEIF,BBG000C0Q4P1,BBG001SLW7H1,PHSRX,C000015519,Class R Shares,figi-ticker-join
S000005666,PUTNAM GLOBAL HEALTH CARE FUND,549300O4L9RZ8L6RDS91,US7467787039,GLEIF,BBG00GXFY783,BBG00GXFY792,PCHTX,,,unresolved
S000005666,PUTNAM GLOBAL HEALTH CARE FUND,549300O4L9RZ8L6RDS91,US7467788029,GLEIF,BBG00THYTJC7,BBG00THYTJD6,PGHAX,,,unresolved
S000005709,Deutsche Small Cap Core Fund,KKQKEDL2J9UGWEWMX474,US25157M8102,SEC-NPORT,BBG000CFQ0D9,BBG001SFP657,SSLCX,C000015700,Class S,figi-ticker-join
S000005762,PUTNAM HIGH YIELD ADVANTAGE FUND,11NLY04Z5B03ML7T7342,US74678J1043,GLEIF,BBG000BBYBP3,BBG001S64NF2,PHYIX,C000015836,Class A Shares,figi-ticker-join
S000005762,PUTNAM HIGH YIELD ADVANTAGE FUND,11NLY04Z5B03ML7T7342,US74678J3023,GLEIF,BBG000BN9DQ0,BBG001S8H616,PHYMX,C000015838,Class M Shares,figi-ticker-join
S000005762,PUTNAM HIGH YIELD ADVANTAGE FUND,11NLY04Z5B03ML7T7342,US74678J4013,GLEIF,BBG000C4YFC3,BBG001ST4GV9,PHAYX,,,unresolved
S000005762,PUTNAM HIGH YIELD ADVANTAGE FUND,11NLY04Z5B03ML7T7342,US74678J5002,GLEIF,BBG001F4SQP7,BBG001V08405,PHYLX,,,unresolved
S000005762,PUTNAM HIGH YIELD ADVANTAGE FUND,11NLY04Z5B03ML7T7342,US74678J6091,GLEIF,BBG000DJ5VP2,BBG001T45W65,PFJAX,,,unresolved
S000005762,PUTNAM HIGH YIELD ADVANTAGE FUND,11NLY04Z5B03ML7T7342,US74678J7081,GLEIF,BBG00GXFY7B9,BBG00GXFY7C8,PHATX,,,unresolved
S000005762,PUTNAM HIGH YIELD ADVANTAGE FUND,11NLY04Z5B03ML7T7342,US74678J8071,GLEIF,BBG00KVYS4K5,BBG00KVYS4L4,PHYUX,,,unresolved
S000005778,LARGE COMPANY VALUE FUND,JE7YO7NR1CHX48R50V27,US0250767953,SEC-NPORT,BBG000GPC7Y0,BBG001SHBVY1,ALVIX,C000015871,INVESTOR CLASS,figi-ticker-join
S000005778,LARGE COMPANY VALUE FUND,JE7YO7NR1CHX48R50V27,US02508F5961,SEC-NPORT,BBG015LH9D71,BBG015LH9D80,ACFLX,,,unresolved
S000005779,MID CAP VALUE FUND,EJWSPPM3JS2TXIBHG537,US0250766542,SEC-NPORT,BBG000N90ST1,BBG001SKPCF2,ACMVX,C000015878,INVESTOR CLASS,figi-ticker-join
S000005779,MID CAP VALUE FUND,EJWSPPM3JS2TXIBHG537,US02508F5888,SEC-NPORT,BBG015LH9DY1,BBG015LH9DZ0,ACIPX,,,unresolved
S000005781,SMALL CAP VALUE FUND,6751W2ALQ24VEE6GDT32,US0250768522,SEC-NPORT,BBG000CRK9Z6,BBG001SCD3J9,ASVIX,C000015885,INVESTOR CLASS,figi-ticker-join
S000005781,SMALL CAP VALUE FUND,6751W2ALQ24VEE6GDT32,US02508F6951,SEC-NPORT,BBG00NPL8X13,BBG00NPL8X22,ASVHX,,,unresolved
S000005786,Vanguard Emerging Markets Stock Index Fund,YNHDFX2L9SSID3XIIE57,US9220426012,SEC-NPORT,BBG000BVCHR8,BBG001SGTCS3,VEMIX,C000015901,Institutional Shares,figi-ticker-join
S000005786,Vanguard Emerging Markets Stock Index Fund,YNHDFX2L9SSID3XIIE57,US9220428414,SEC-NPORT,BBG000DR28H7,BBG001SR5ZD0,VEMAX,C000035633,Admiral Shares,figi-ticker-join
S000005786,Vanguard Emerging Markets Stock Index Fund,YNHDFX2L9SSID3XIIE57,US9220428588,SEC-NPORT,BBG000HT88C8,BBG001SHTTZ6,VWO,C000015902,ETF Shares,figi-ticker-join
S000005787,Vanguard European Stock Index Fund,361APDRO23LM07VQYX32,US9220428091,SEC-NPORT,BBG000BYKW63,BBG001SJGFN9,VEUSX,C000015904,Admiral Shares,figi-ticker-join
S000005788,Vanguard Pacific Stock Index Fund,ED02VSDTO31027T3CH59,US9220421062,GLEIF,BBG000BDDF28,BBG001S6HB37,VPACX,C000015907,Investor Shares,figi-ticker-join
S000005788,Vanguard Pacific Stock Index Fund,ED02VSDTO31027T3CH59,US9220427002,SEC-NPORT,BBG000BYKWR0,BBG001SJGFP7,VPADX,C000015908,Admiral Shares,figi-ticker-join
S000005893,Guinness Atkinson Asia Focus Fund,549300B83EIJXRDORS90,US4020311084,GLEIF,BBG000DTL2Y6,BBG001SGK1T5,IASMX,C000016117,Guinness Atkinson Asia Focus Fund,unique-pairing
S000005894,Guinness Atkinson China & Hong Kong Fund,549300DM0YHA9DTLSY91,US4020312074,GLEIF,BBG000DTMFH5,BBG001SGK2H6,ICHKX,C000016118,Guinness Atkinson China & Hong Kong Fund,unique-pairing
S000005895,Guinness Atkinson Global Innovators Fund,5493002JATDIWELU2P62,US4020313064,GLEIF,BBG000DTNWC2,BBG001SGK3D8,IWIRX,C000016119,Guinness Atkinson Global Innovators Fund - Investor Class,figi-ticker-join
S000005896,Guinness Atkinson Global Energy Fund,5493008FBP33QJVDNN54,US4020314054,GLEIF,BBG000Q3R317,BBG001SM4VJ5,GAGEX,C000016120,Guinness Atkinson Global Energy Fund,unique-pairing
S000005911,Schwab S&P 500 Index Fund,549300QXTQYX6BJFPP75,US8085098551,SEC-NPORT,BBG000J9ZH30,BBG001SB1HM9,SWPPX,C000016166,Select Shares,figi-ticker-join
S000005912,Schwab Small-Cap Index Fund,549300NW8EGLMGENT187,US8085098486,SEC-NPORT,BBG000BQHCP7,BBG001SB2XL4,SWSSX,C000016169,Select Shares,figi-ticker-join
S000005914,Schwab International Index Fund,5493004ZLP0I277VGM54,US8085098304,SEC-NPORT,BBG000BQJP49,BBG001SB3WB6,SWISX,C000016173,Select Shares,figi-ticker-join
S000005937,MATTHEW 25 FUND,549300EWCE5Z2PJUEI39,US5771191005,GLEIF,BBG000C0NY78,BBG001SD3RG8,MXXVX,C000016367,MATTHEW 25 FUND,unique-pairing
S000005959,Deutsche Equity 500 Index Fund,BSFDGTJIOB5CFE60ND57,US25159R1068,GLEIF,BBG000BK8WJ3,BBG001S7DYG5,BTIIX,C000016414,Institutional Class,figi-ticker-join
S000006015,PACE High Yield Investments,54930077W0HZFCY95U61,US69375U6001,SEC-NPORT,BBG011MPNPX9,BBG011MPNPY8,PHDTX,,,unresolved
S000006027,Fidelity 500 Index Fund,VNHOOHES3TKXOTQ3FS51,US3159117502,SEC-NPORT,BBG001P8F023,BBG001TX1Z13,FXAIX,C000100045,Institutional Premium Class,figi-ticker-join
S000006028,Deutsche Emerging Markets Equity Fund,549300V295OG0NZ7UA89,US25156G1031,GLEIF,BBG000M7RWN4,BBG001SFMLB0,SEKAX,C000016557,Class A,figi-ticker-join
S000006028,Deutsche Emerging Markets Equity Fund,549300V295OG0NZ7UA89,US25156G7806,SEC-NPORT,BBG000QG9M07,BBG001STGSN9,SEKIX,C000063926,Institutional Class,figi-ticker-join
S000006038,Fidelity Connecticut Municipal Income Fund,K656D7PNR04E9RPF5O14,US3160891012,GLEIF,BBG000BBWX59,BBG001S64GJ3,FICNX,C000016602,Fidelity Connecticut Municipal Income Fund,unique-pairing
S000006076,Deutsche Government Money Market Series,549300CN99USSS74NL68,US25160K2078,SEC-NPORT,BBG000BB2D83,BBG001S5R0B3,ICAXX,C000016694,Institutional Shares,figi-ticker-join
S000006155,PUTNAM INCOME FUND,3TKDW1UO376UZIMY9G60,US7467921000,GLEIF,BBG000BBYDQ8,BBG001S64P85,PINCX,C000016962,Class A Shares,figi-ticker-join
S000006155,PUTNAM INCOME FUND,3TKDW1UO376UZIMY9G60,US7467923089,GLEIF,BBG000BTRLN2,BBG001SFFJH7,PUICX,C000016964,Class C Shares,figi-ticker-join
S000006155,PUTNAM INCOME FUND,3TKDW1UO376UZIMY9G60,US7467924079,GLEIF,BBG000BRFKL3,BBG001SC5Q52,PNCYX,C000016967,Class Y Shares,figi-ticker-join
S000006155,PUTNAM INCOME FUND,3TKDW1UO376UZIMY9G60,US7467925068,GLEIF,,,,,,unresolved
S000006155,PUTNAM INCOME FUND,3TKDW1UO376UZIMY9G60,US7467926058,GLEIF,BBG000C0Q6K1,BBG001SLW7K7,PIFRX,C000016966,Class R Shares,figi-ticker-join
S000006155,PUTNAM INCOME FUND,3TKDW1UO376UZIMY9G60,US7467927049,GLEIF,BBG00351J3Q0,BBG00351J3R9,PINFX,,,unresolved
S000006155,PUTNAM INCOME FUND,3TKDW1UO376UZIMY9G60,US7467928039,GLEIF,BBG00351J987,BBG00351J996,PINHX,,,unresolved
S000006155,PUTNAM INCOME FUND,3TKDW1UO376UZIMY9G60,US7467928864,GLEIF,BBG00GXFY7H3,BBG00GXFY7J1,PNCTX,,,unresolved
S000006181,PUTNAM INTERNATIONAL EQUITY FUND /MA/,5493004QXQOL0TPY3984,US74680E1010,GLEIF,BBG000BL0RQ2,BBG001S88JT8,POVSX,C000017024,Class A Shares,figi-ticker-join
S000006181,PUTNAM INTERNATIONAL EQUITY FUND /MA/,5493004QXQOL0TPY3984,US74680E3099,GLEIF,BBG000BQSD19,BBG001SDDJ84,PIGCX,C000017026,Class C Shares,figi-ticker-join
S000006181,PUTNAM INTERNATIONAL EQUITY FUND /MA/,5493004QXQOL0TPY3984,US74680E4089,GLEIF,,,,,,unresolved
