series_id,fund_name,lei,isin,isin_source,figi,share_class_figi,figi_ticker,class_id,class_name,resolution
S000000786,Victory INCORE Investment Grade Convertible Fund,549300ZE7EDX9F7SCK90,US92647Q1572,GLEIF,BBG00VDHPNG4,BBG00VDHPNH3,SBFMX,,,unresolved
S000000792,Victory INCORE Fund for Income,549300Q6NPQ3FQP3QL05,US92647Q1242,GLEIF,BBG00VDHPND7,BBG00VDHPNF5,VFFMX,,,unresolved
S000000834,Provident Trust Strategy Fund,549300O8PFUI9ZS2JF07,US30250T1007,GLEIF,,,,C000002449,Provident Trust Strategy Fund,unique-pairing
S000000949,DFA REAL ESTATE SECURITIES PORTFOLIO,5493005AU0YD5OZ5Q074,US2332038353,SEC-NPORT,BBG000BG6DZ8,BBG001S7N782,DFREX,C000002700,DFA REAL ESTATE SECURITIES PORTFOLIO - INSTITUTIONAL CLASS,figi-ticker-join
S000000950,DFA INTERNATIONAL SMALL CAP VALUE PORTFOLIO,5493006TUU88J5MAL716,US2332037363,SEC-NPORT,BBG000DZXG32,BBG001S8FNN7,DISVX,C000002701,DFA INTERNATIONAL SMALL CAP VALUE PORTFOLIO - INSTITUTIONAL CLASS,figi-ticker-join
S000000951,VA INTERNATIONAL SMALL PORTFOLIO,549300L65QJ1CSWCQP78,US2332036860,SEC-NPORT,,,,,,unresolved
S000000952,VA INTERNATIONAL VALUE PORTFOLIO,549300D60F35JHOLZC40,US2332036944,SEC-NPORT,,,,,,unresolved
S000000953,VA U.S. TARGETED VALUE PORTFOLIO,549300FXNLNWXX8GOF08,US2332037108,SEC-NPORT,,,,,,unresolved
S000000954,VA SHORT-TERM FIXED PORTFOLIO,54930073N9LBHNXWZ342,US2332036787,SEC-NPORT,,,,,,unresolved
S000000955,DFA TWO-YEAR GLOBAL FIXED INCOME PORTFOLIO,549300PFM0BC0V0V1O39,US2332036456,SEC-NPORT,BBG000BC3PX5,BBG001S6D3W7,DFGFX,C000002706,DFA TWO-YEAR GLOBAL FIXED INCOME PORTFOLIO - INSTITUTIONAL CLASS,figi-ticker-join
S000000959,EMERGING MARKETS VALUE PORTFOLIO,549300OEB4XQZVYW1N97,US2332035870,SEC-NPORT,BBG000BJR9Q8,BBG001S8Y859,DFEVX,C000002710,EMERGING MARKETS VALUE PORTFOLIO - INSTITUTIONAL CLASS,figi-ticker-join
S000000961,VA U.S. LARGE VALUE PORTFOLIO,5493009RP5M5MDNTGN49,US2332037777,SEC-NPORT,,,,,,unresolved
S000000962,VA GLOBAL BOND PORTFOLIO,549300RNZ8LGJZGXLR91,US2332037280,SEC-NPORT,,,,,,unresolved
S000000967,INTERNATIONAL SMALL COMPANY PORTFOLIO,5493001J4NVI3L3AP896,US2332036290,SEC-NPORT,BBG000BLMV07,BBG001S9BDS6,DFISX,C000002718,INTERNATIONAL SMALL COMPANY PORTFOLIO - INSTITUTIONAL CLASS,figi-ticker-join
S000000968,DFA ONE-YEAR FIXED INCOME PORTFOLIO,549300GKDX6U5530VA30,US2332036035,SEC-NPORT,BBG000BC2L10,BBG001S655V2,DFIHX,C000002719,DFA ONE-YEAR FIXED INCOME PORTFOLIO - INSTITUTIONAL CLASS,figi-ticker-join
S000000969,DFA FIVE-YEAR GLOBAL FIXED INCOME PORTFOLIO,549300QPDV7M7W45YC55,US2332038841,SEC-NPORT,BBG000BFQ095,BBG001S6RDD1,DFGBX,C000002720,DFA FIVE-YEAR GLOBAL FIXED INCOME PORTFOLIO - INSTITUTIONAL CLASS,figi-ticker-join
S000000970,U.S. Targeted Value Portfolio,549300W1VP3NQECABJ14,US2332035953,SEC-NPORT,BBG000C282S8,BBG001SDM655,DFFVX,C000002721,U.S. Targeted Value Portfolio - Institutional Class,figi-ticker-join
S000000971,U.S. SMALL CAP PORTFOLIO,54930002ZNZ4W0THTP70,US2332038437,SEC-NPORT,BBG000BGVGL8,BBG001S71N72,DFSTX,C000002722,U.S. SMALL CAP PORTFOLIO - INSTITUTIONAL CLASS,figi-ticker-join
S000000978,EMERGING MARKETS CORE EQUITY PORTFOLIO,549300JF8HO6EL9ROR31,US2332034212,SEC-NPORT,BBG000C3LDD3,BBG001SL75Z3,DFCEX,C000002729,EMERGING MARKETS CORE EQUITY PORTFOLIO - INSTITUTIONAL CLASS,figi-ticker-join
S000000979,U.S. CORE EQUITY 1 PORTFOLIO,549300HFCYX77UDJN369,US2332034139,SEC-NPORT,BBG000K5F981,BBG001SPPQ15,DFEOX,C000002730,U.S. CORE EQUITY 1 PORTFOLIO - INSTITUTIONAL CLASS,figi-ticker-join
S000000980,U.S. CORE EQUITY 2 PORTFOLIO,549300ADSTXJ0S61X417,US2332033974,SEC-NPORT,BBG000K5GDB7,BBG001SPPQ33,DFQTX,C000002731,U.S. CORE EQUITY 2 PORTFOLIO - INSTITUTIONAL CLASS,figi-ticker-join
S000000981,EMERGING MARKETS SMALL CAP PORTFOLIO,549300PL1B31OH2SW465,US2332036118,SEC-NPORT,BBG000FFTH73,BBG001SGTFM2,DEMSX,C000002732,EMERGING MARKETS SMALL CAP PORTFOLIO - INSTITUTIONAL CLASS,figi-ticker-join
S000000983,INTERNATIONAL CORE EQUITY PORTFOLIO,5493006PNAH8EX4MI695,US2332033719,SEC-NPORT,BBG000K5FB13,BBG001SPPQ24,DFIEX,C000002734,INTERNATIONAL CORE EQUITY PORTFOLIO - INSTITUTIONAL CLASS,figi-ticker-join
S000000985,LARGE CAP INTERNATIONAL PORTFOLIO,549300YQLH5F7D7ZFY39,US2332038684,SEC-NPORT,BBG000BHBT30,BBG001S73L56,DFALX,C000002736,LARGE CAP INTERNATIONAL PORTFOLIO - INSTITUTIONAL CLASS,figi-ticker-join
S000000986,DFA INTERMEDIATE GOVERNMENT FIXED INCOME PORTFOLIO,5493002LBS0SC8B6NR25,US2332038767,SEC-NPORT,BBG000BBQ423,BBG001S61VZ5,DFIGX,C000002737,DFA INTERMEDIATE GOVERNMENT FIXED INCOME PORTFOLIO - INSTITUTIONAL CLASS,figi-ticker-join
S000001014,U.S. LARGE COMPANY PORTFOLIO,549300FK54SMFUX28R78,US25434D8231,SEC-NPORT,BBG000BSYK94,BBG001SF53J1,DFUSX,C000002765,U.S. LARGE COMPANY PORTFOLIO,figi-ticker-join
S000001019,U.S. LARGE CAP VALUE PORTFOLIO III,549300LCHLLY9TI7CF77,US25434D8074,SEC-NPORT,BBG000BFTSZ2,BBG001S7L4G2,DFUVX,C000002773,U.S. LARGE CAP VALUE PORTFOLIO III,figi-ticker-join
S000001022,DFA INTERNATIONAL VALUE PORTFOLIO,5493005OJUKPZKZ8HR88,US25434D2036,SEC-NPORT,BBG000BGZJT0,BBG001S7R797,DFIVX,C000002776,DFA INTERNATIONAL VALUE PORTFOLIO- INSTITUTIONAL CLASS,figi-ticker-join
S000001025,DFA INTERNATIONAL VALUE PORTFOLIO III,549300G7XT8DDPZCZM51,US25434D7084,SEC-NPORT,BBG000BFTSP3,BBG001S7L4F3,DFVIX,C000002779,DFA INTERNATIONAL VALUE PORTFOLIO III,figi-ticker-join
S000001045,WILSHIRE LARGE COMPANY GROWTH PORTFOLIO,5493008FBDJM8LYZ8S38,US9718971032,GLEIF,BBG000G8GQ27,BBG001S8S6K3,DTLGX,C000002805,INVESTMENT CLASS,figi-ticker-join
S000001045,WILSHIRE LARGE COMPANY GROWTH PORTFOLIO,5493008FBDJM8LYZ8S38,US9718975090,SEC-NPORT,BBG000JF5GT3,BBG001SB3F23,WLCGX,C000002806,INSTITUTIONAL CLASS,figi-ticker-join
S000001046,WILSHIRE LARGE COMPANY VALUE PORTFOLIO,549300R5VB4N123U8M16,US9718972022,GLEIF,BBG000G8GQQ1,BBG001S8S6L2,DTLVX,C000002807,INVESTMENT CLASS,figi-ticker-join
S000001046,WILSHIRE LARGE COMPANY VALUE PORTFOLIO,549300R5VB4N123U8M16,US9718976080,SEC-NPORT,BBG000JF5HH4,BBG001SB3F41,WLCVX,C000002808,INSTITUTIONAL CLASS,figi-ticker-join
S000001047,WILSHIRE SMALL COMPANY GROWTH PORTFOLIO,549300NUJF1F83U7EL24,US9718973012,GLEIF,BBG000BJNF79,BBG001S7BC66,DTSGX,C000002809,INVESTMENT CLASS,figi-ticker-join
S000001047,WILSHIRE SMALL COMPANY GROWTH PORTFOLIO,549300NUJF1F83U7EL24,US9718977070,SEC-NPORT,BBG000BQV7M5,BBG001SBB1H9,WSMGX,C000002810,INSTITUTIONAL CLASS,figi-ticker-join
S000001048,WILSHIRE SMALL COMPANY VALUE PORTFOLIO,549300JKYPHEBZ3HT292,US9718974002,GLEIF,BBG000BJNFK4,BBG001S7BC84,DTSVX,C000002811,INVESTMENT CLASS,figi-ticker-join
S000001048,WILSHIRE SMALL COMPANY VALUE PORTFOLIO,549300JKYPHEBZ3HT292,US9718978060,SEC-NPORT,BBG000BQJ9Q1,BBG001SB3F32,WSMVX,C000002812,INSTITUTIONAL CLASS,figi-ticker-join
S000001057,COMSTOCK CAPITAL VALUE FUND,549300J5TK23MN95B377,US20567T1097,GLEIF,BBG000C4HLQ4,BBG001SSJF83,COMVX,C000073498,Class AAA,figi-ticker-join
S000001069,"GAMCO INTERNATIONAL GROWTH FUND, INC",549300IG0MENN5J7TQ80,US3646451019,GLEIF,BBG000FG7F60,BBG001S8KDV4,GIGRX,C000002883,CLASS AAA,figi-ticker-join
S000001069,"GAMCO INTERNATIONAL GROWTH FUND, INC",549300IG0MENN5J7TQ80,US3646452009,GLEIF,BBG000MWZBJ1,BBG001SGBXY9,GAIGX,C000002882,CLASS A,figi-ticker-join
S000001069,"GAMCO INTERNATIONAL GROWTH FUND, INC",549300IG0MENN5J7TQ80,US3646453098,GLEIF,,,,,,unresolved
S000001069,"GAMCO INTERNATIONAL GROWTH FUND, INC",549300IG0MENN5J7TQ80,US3646454088,GLEIF,BBG000MX2N45,BBG001SGC6F8,GCIGX,C000002885,CLASS C,figi-ticker-join
S000001069,"GAMCO INTERNATIONAL GROWTH FUND, INC",549300IG0MENN5J7TQ80,US3646455077,GLEIF,BBG000RM6L80,BBG001T3V0M0,GIIGX,,,unresolved
S000001070,THE GABELLI ABC FUND,549300D66VNCICVQGO10,US36239V1089,GLEIF,BBG000BJCZJ4,BBG001S79GV2,GABCX,C000002886,CLASS AAA,figi-ticker-join
S000001071,THE GABELLI DIVIDEND GROWTH FUND,549300SNHS8P7O6KXR44,US36240D1054,GLEIF,BBG000C4SXG7,BBG001SDLV33,GABBX,C000002889,CLASS AAA,figi-ticker-join
S000001071,THE GABELLI DIVIDEND GROWTH FUND,549300SNHS8P7O6KXR44,US36240D2045,GLEIF,BBG000DPKYT1,BBG001SJ6QZ3,GBCAX,C000002888,CLASS A,figi-ticker-join
S000001071,THE GABELLI DIVIDEND GROWTH FUND,549300SNHS8P7O6KXR44,US36240D3035,GLEIF,,,,,,unresolved
S000001071,THE GABELLI DIVIDEND GROWTH FUND,549300SNHS8P7O6KXR44,US36240D4025,GLEIF,BBG000DPKZD5,BBG001SJ6R36,GBCCX,C000002891,CLASS C,figi-ticker-join
S000001071,THE GABELLI DIVIDEND GROWTH FUND,549300SNHS8P7O6KXR44,US36240D5014,GLEIF,BBG000J60745,BBG001T01TP3,GBCIX,,,unresolved
S000001074,THE GABELLI U.S. TREASURY MONEY MARKET FUND,549300PDG2ZFF5RRB446,US36239W1062,SEC-NPORT,BBG000BGJBY9,BBG001S70144,GABXX,C000002897,Class AAA Shares,figi-ticker-join
S000001091,American Beacon Large Cap Value Fund,549300BZTBSIYS570767,US02368A1741,GLEIF,BBG000DPZJM5,BBG001T59HJ7,ABLYX,C000079122,Y Class,figi-ticker-join
S000001091,American Beacon Large Cap Value Fund,549300BZTBSIYS570767,US02368A2087,GLEIF,BBG000BDX3J5,BBG001S6K9Y4,AADEX,C000002969,Institutional Class,figi-ticker-join
S000001091,American Beacon Large Cap Value Fund,549300BZTBSIYS570767,US02368A2327,GLEIF,,,,,,unresolved
S000001146,METROPOLITAN WEST LOW DURATION BOND FUND,549300D28XTSYBVUGU24,US5929052026,GLEIF,BBG000BN56W2,BBG001S9GF51,MWLDX,C000003064,CLASS M,figi-ticker-join
S000001146,METROPOLITAN WEST LOW DURATION BOND FUND,549300D28XTSYBVUGU24,US5929056084,SEC-NPORT,BBG000C3X2V4,BBG001SD4R22,MWLIX,C000003063,CLASS I,figi-ticker-join
S000001147,METROPOLITAN WEST TOTAL RETURN BOND FUND,549300APUP7QV16M4J34,US5929051036,GLEIF,BBG000C279V0,BBG001SBTBW1,MWTRX,C000003066,CLASS M,figi-ticker-join
S000001147,METROPOLITAN WEST TOTAL RETURN BOND FUND,549300APUP7QV16M4J34,US5929055094,SEC-NPORT,BBG000DTM818,BBG001SF6H81,MWTIX,C000003065,CLASS I,figi-ticker-join
S000001147,METROPOLITAN WEST TOTAL RETURN BOND FUND,549300APUP7QV16M4J34,US5929057645,SEC-NPORT,BBG001WQT6H1,BBG001WQT6J9,MWTSX,C000102908,Plan Class,figi-ticker-join
S000001149,METROPOLITAN WEST HIGH YIELD BOND FUND,549300MPRM3I06G1YK96,US5929058486,SEC-NPORT,BBG000NDCQ31,BBG001SKQYK7,MWHIX,C000003068,CLASS I,figi-ticker-join
S000001227,Cohen & Steers Global Infrastructure Fund Inc.,549300F6UXJ51JKSEL61,US19248B1070,GLEIF,BBG000PLH8P2,BBG001SLFJM8,CSUAX,C000003333,Class A,figi-ticker-join
S000001227,Cohen & Steers Global Infrastructure Fund Inc.,549300F6UXJ51JKSEL61,US19248B2060,GLEIF,,,,,,unresolved
S000001227,Cohen & Steers Global Infrastructure Fund Inc.,549300F6UXJ51JKSEL61,US19248B3050,GLEIF,BBG000PLHD35,BBG001SLFJS2,CSUCX,C000003335,Class C,figi-ticker-join
S000001227,Cohen & Steers Global Infrastructure Fund Inc.,549300F6UXJ51JKSEL61,US19248B4041,GLEIF,BBG000PLHDS8,BBG001SLFJT1,CSUIX,C000003336,Class I,figi-ticker-join
S000001227,Cohen & Steers Global Infrastructure Fund Inc.,549300F6UXJ51JKSEL61,US19248B5030,GLEIF,BBG0076X1K72,BBG0076X1K81,CSURX,,,unresolved
S000001227,Cohen & Steers Global Infrastructure Fund Inc.,549300F6UXJ51JKSEL61,US19248B6020,GLEIF,BBG0076X1MM1,BBG0076X1MN0,CSUZX,,,unresolved
S000001227,Cohen & Steers Global Infrastructure Fund Inc.,549300F6UXJ51JKSEL61,US19248B7010,GLEIF,BBG00G75R0D1,BBG00G75R0G8,CSUFX,,,unresolved
S000001227,Cohen & Steers Global Infrastructure Fund Inc.,549300F6UXJ51JKSEL61,US19248B8000,GLEIF,BBG00G75R2Q3,BBG00G75R2R2,CSUTX,,,unresolved
S000001268,NORTHERN INTERNATIONAL EQUITY INDEX FUND,549300L9EM1GT0ES4W02,US6651302092,SEC-NPORT,BBG000F4LPC2,BBG001SNCP89,NOINX,C000003414,NORTHERN INTERNATIONAL EQUITY INDEX FUND,figi-ticker-join
S000001341,Thrivent Diversified Income Plus Fund,4N3KJY04WTHIJBZ2U251,US8858824563,GLEIF,BBG000DKJWS9,BBG001SLX6K8,THYFX,C000003590,Class S,figi-ticker-join
S000001341,Thrivent Diversified Income Plus Fund,4N3KJY04WTHIJBZ2U251,US8858824720,GLEIF,BBG000BQTS42,BBG001S9Q8D7,AAHYX,C000003588,Class A,figi-ticker-join
S000001345,Thrivent Mid Cap Stock Fund,549300FTZTSGYKFGTJ95,US8858826626,GLEIF,BBG000C0QYP5,BBG001SLX6B8,TMSIX,C000003598,Class S,figi-ticker-join
S000001345,Thrivent Mid Cap Stock Fund,549300FTZTSGYKFGTJ95,US8858826881,GLEIF,BBG000BKCDN5,BBG001S7FCR9,AASCX,C000003596,Class A,figi-ticker-join
S000001346,Thrivent Moderate Allocation Fund,E5JVRZ2NKU3K4G5PGW70,US8858822336,GLEIF,BBG000H5Z983,BBG001SP3TQ6,TMAIX,C000003600,Class S,figi-ticker-join
S000001346,Thrivent Moderate Allocation Fund,E5JVRZ2NKU3K4G5PGW70,US8858823169,GLEIF,BBG000H5Z8P6,BBG001SP3TP7,THMAX,C000003599,Class A,figi-ticker-join
S000001347,Thrivent Moderately Aggressive Allocation Fund,K5U41DV3LZE2UKMVDS26,US8858822419,GLEIF,BBG000H5Z3F8,BBG001SP3TJ4,TMAFX,C000003602,Class S,figi-ticker-join
S000001347,Thrivent Moderately Aggressive Allocation Fund,K5U41DV3LZE2UKMVDS26,US8858823243,GLEIF,BBG000H62F10,BBG001SP3VV5,TMAAX,C000003601,Class A,figi-ticker-join
S000001348,Thrivent Moderately Conservative Allocation Fund,ILY3IYSICQT0RH7HRN50,US8858822252,GLEIF,BBG000H5ZC95,BBG001SP3TV0,TCAIX,C000003604,Class S,figi-ticker-join
S000001348,Thrivent Moderately Conservative Allocation Fund,ILY3IYSICQT0RH7HRN50,US8858822906,GLEIF,BBG000H5ZB88,BBG001SP3TS4,TCAAX,C000003603,Class A,figi-ticker-join
S000001349,Thrivent Money Market Fund,549300ZSIH36VVEQ5X49,US8858826394,GLEIF,BBG000BVXMK1,BBG001SGH654,AALXX,C000003607,Class S,figi-ticker-join
S000001349,Thrivent Money Market Fund,549300ZSIH36VVEQ5X49,US8858826543,GLEIF,BBG000BBP5P6,BBG001S61DG6,AMMXX,C000003605,Class A,figi-ticker-join
S000001350,Thrivent Municipal Bond Fund,549300MCIZ381MCUTB48,US8858825974,GLEIF,BBG000BVQ7G7,BBG001SG9608,TMBIX,C000003610,Class S,figi-ticker-join
S000001350,Thrivent Municipal Bond Fund,549300MCIZ381MCUTB48,US8858826212,GLEIF,BBG000BBYKF4,BBG001S64PW8,AAMBX,C000003608,Class A,figi-ticker-join
S000001352,Thrivent High Yield Fund,549300UI46IFVVIJRO12,US8858827798,GLEIF,BBG000BT4M91,BBG001SDWMN9,LBHIX,C000003616,Class S,figi-ticker-join
S000001352,Thrivent High Yield Fund,549300UI46IFVVIJRO12,US8858827954,GLEIF,BBG000BC8PJ6,BBG001S65QV6,LBHYX,C000003614,Class A,figi-ticker-join
S000001358,Thrivent Small Cap Stock Fund,54930033VZGELENQRN13,US8858825552,GLEIF,BBG000PPKWD9,BBG001SLX6H2,TSCSX,C000003629,Class S,figi-ticker-join
S000001358,Thrivent Small Cap Stock Fund,54930033VZGELENQRN13,US8858825719,GLEIF,BBG000C3P038,BBG001S7WFY5,AASMX,C000003627,Class A,figi-ticker-join
S000001361,Thrivent Income Fund,4MMUGK5U6RQBJ51GCQ90,US8858824233,GLEIF,BBG000BT4LB0,BBG001SDWMG7,LBIIX,C000003636,Class S,figi-ticker-join
S000001361,Thrivent Income Fund,4MMUGK5U6RQBJ51GCQ90,US8858824498,GLEIF,BBG000BC9331,BBG001S65ST5,LUBIX,C000003634,Class A,figi-ticker-join
S000001362,Thrivent Large Cap Growth Fund,549300AR6SK11V0PGT33,US8858821007,GLEIF,BBG000C2Y2X3,BBG001SFVN62,AAAGX,C000003637,Class A,figi-ticker-join
S000001362,Thrivent Large Cap Growth Fund,549300AR6SK11V0PGT33,US8858823086,GLEIF,BBG000FSTW63,BBG001SLX6M6,THLCX,C000003639,Class S,figi-ticker-join
S000001365,Thrivent Large Cap Stock Fund,549300QTG2JLHCR05W27,US8858828457,GLEIF,BBG000BTWCH3,BBG001SFKKY9,IILGX,C000003644,Class S,figi-ticker-join
S000001365,Thrivent Large Cap Stock Fund,549300QTG2JLHCR05W27,US8858828606,GLEIF,BBG000BBYK46,BBG001S64PV9,AALGX,C000003642,Class A,figi-ticker-join
S000001366,Thrivent Large Cap Value Fund,549300I9I6ET3JG7F433,US8858828119,GLEIF,BBG000C396Q8,BBG001SLX6C7,TLVIX,C000003647,Class S,figi-ticker-join
S000001366,Thrivent Large Cap Value Fund,549300I9I6ET3JG7F433,US8858828374,GLEIF,BBG000BK98M1,BBG001S7XTB9,AAUTX,C000003645,Class A,figi-ticker-join
S000001367,Thrivent Limited Maturity Bond Fund,CF9DL8K7BN0275PLD516,US8858823813,GLEIF,BBG000FSTV92,BBG001SLX682,THLIX,C000003650,Class S,figi-ticker-join
S000001367,Thrivent Limited Maturity Bond Fund,CF9DL8K7BN0275PLD516,US8858824159,GLEIF,BBG000BG28L8,BBG001S94LS6,LBLAX,C000003648,Class A,figi-ticker-join
S000001447,JPMorgan U.S. Equity Fund,549300O4STN5CE50YK08,US48121L8173,SEC-NPORT,BBG0019K0BB6,BBG001TG2ZZ2,JUEMX,C000093771,Class R6,figi-ticker-join
S000001448,SPIRIT OF AMERICA REAL ESTATE INCOME AND GROWTH FUND,549300M8IIG0R36CBU02,US8486041044,GLEIF,BBG000C1YBN6,BBG001SC7F81,SOAAX,C000003855,CLASS A,figi-ticker-join
S000001448,SPIRIT OF AMERICA REAL ESTATE INCOME AND GROWTH FUND,549300M8IIG0R36CBU02,US8486042034,GLEIF,,,,,,unresolved
S000001448,SPIRIT OF AMERICA REAL ESTATE INCOME AND GROWTH FUND,549300M8IIG0R36CBU02,US8486043024,GLEIF,BBG000P2WMY6,BBG001SL36C0,SOAVX,,,unresolved
S000001450,LORD ABBETT MID CAP STOCK FUND INC,549300S84HXH88VH3R09,US5439191041,GLEIF,BBG000BC8P60,BBG001S65QT9,LAVLX,C000003858,Class A,figi-ticker-join
S000001450,LORD ABBETT MID CAP STOCK FUND INC,549300S84HXH88VH3R09,US5439192031,GLEIF,,,,,,unresolved
S000001450,LORD ABBETT MID CAP STOCK FUND INC,549300S84HXH88VH3R09,US5439193021,GLEIF,BBG000BRNJJ0,BBG001SCGH87,LMCCX,C000003860,Class C,figi-ticker-join
S000001450,LORD ABBETT MID CAP STOCK FUND INC,549300S84HXH88VH3R09,US5439194011,GLEIF,BBG000BVFRD8,BBG001SG3Y30,LMCPX,C000003861,Class P,figi-ticker-join
S000001450,LORD ABBETT MID CAP STOCK FUND INC,549300S84HXH88VH3R09,US5439195000,GLEIF,BBG000BTHSH5,BBG001SF7728,LMCYX,C000003862,Class I,figi-ticker-join
S000001450,LORD ABBETT MID CAP STOCK FUND INC,549300S84HXH88VH3R09,US5439196099,GLEIF,BBG000CTZQ51,BBG001T0CVX7,LMCFX,C000054846,Class F,figi-ticker-join
S000001450,LORD ABBETT MID CAP STOCK FUND INC,549300S84HXH88VH3R09,US5439197089,GLEIF,BBG000D9D5F3,BBG001T28LX0,LMCQX,C000054847,Class R2,figi-ticker-join
S000001450,LORD ABBETT MID CAP STOCK FUND INC,549300S84HXH88VH3R09,US5439198079,GLEIF,BBG000D9D5Q1,BBG001T28LZ8,LMCRX,C000054848,Class R3,figi-ticker-join
S000001450,LORD ABBETT MID CAP STOCK FUND INC,549300S84HXH88VH3R09,US5439198491,GLEIF,BBG00GFCM319,BBG00GFCM328,LOVLX,,,unresolved
S000001450,LORD ABBETT MID CAP STOCK FUND INC,549300S84HXH88VH3R09,US5439198566,GLEIF,BBG00HC84SS5,BBG00HC84ST4,LMITX,,,unresolved
S000001450,LORD ABBETT MID CAP STOCK FUND INC,549300S84HXH88VH3R09,US5439198640,GLEIF,BBG009YQ9P55,BBG009YQ9P64,LMCHX,C000158204,Class R6,figi-ticker-join
S000001450,LORD ABBETT MID CAP STOCK FUND INC,549300S84HXH88VH3R09,US5439198723,GLEIF,BBG009YQ9MY0,BBG009YQ9MZ9,LMCTX,C000158203,Class R5,figi-ticker-join
S000001450,LORD ABBETT MID CAP STOCK FUND INC,549300S84HXH88VH3R09,US5439198806,GLEIF,BBG009YQ95G7,BBG009YQ95H6,LMCSX,C000158202,Class R4,figi-ticker-join
S000001464,THIRD AVENUE VALUE FUND,6GG153EV53G071KLNA79,US8841161040,GLEIF,BBG000BFVHD7,BBG001S6SXN5,TAVFX,C000003885,Institutional Class,figi-ticker-join
S000001468,THIRD AVENUE VARIABLE ANNUITY,549300HJBD8SQVSY7B69,US8841171023,GLEIF,,,,C000003889,THIRD AVENUE VARIABLE ANNUITY,unique-pairing
S000001469,BATS SERIES C,1L3GOML0CFJMLLUN6G10,US0924801022,GLEIF,BBG000DMJ639,BBG001SMND31,BRACX,C000003891,BATS SERIES C,unique-pairing
S000001471,BATS SERIES S,UHCSUNBDKLB2EM9I9C81,US0924803002,SEC-NPORT,BBG000QD7F38,BBG001SMND13,BRASX,C000003893,BATS SERIES S,figi-ticker-join
S000001474,BLACKROCK LIQUIDITY TEMPCASH,549300FBEPBRWT48HK66,US09248U6432,SEC-NPORT,BBG000BCJZ20,BBG001S66HY2,TMCXX,C000003921,INSTITUTIONAL,figi-ticker-join
S000001475,BLACKROCK LIQUIDITY FEDFUND,549300T8K043VZEOVK74,US09248U7000,SEC-NPORT,BBG000BCJVN6,BBG001S66HJ9,TFDXX,C000003928,INSTITUTIONAL,figi-ticker-join
S000001476,BLACKROCK LIQUIDITY T-FUND,5493002L9DNZ83RX7V61,US09248U7182,SEC-NPORT,BBG000BBPV06,BBG001S61QJ4,TSTXX,C000003938,INSTITUTIONAL,figi-ticker-join
S000001478,BLACKROCK LIQUIDITY TREASURY TRUST FUND,549300U5PI8CHFJM7202,US09248U5517,SEC-NPORT,BBG000BF89H7,BBG001S6MMD6,TTTXX,C000003954,INSTITUTIONAL,figi-ticker-join
S000001480,BLACKROCK LIQUIDITY MUNICASH,549300RWBJ885673DL84,US09248U8412,SEC-NPORT,BBG000BC98K1,BBG001S65TC1,MCSXX,C000003974,INSTITUTIONAL,figi-ticker-join
S000001487,T. Rowe Price International Stock Fund,DIXEPQW5DPUCAUYFLI61,US77956H5265,SEC-NPORT,BBG009Y103D9,BBG009Y103F7,PRIUX,C000159125,T. Rowe Price International Stock Fund-I Class,figi-ticker-join
S000001487,T. Rowe Price International Stock Fund,DIXEPQW5DPUCAUYFLI61,US87281D8433,SEC-NPORT,BBG00TFXF144,BBG00TFXF153,TRNZX,,,unresolved
S000001488,T. Rowe Price Emerging Europe Fund,BVN3MWBWV2V4M8TC6A78,US87281D7773,SEC-NPORT,BBG00Z5LRD11,BBG00Z5LRD20,TRZEX,,,unresolved
S000001489,T. Rowe Price International Bond Fund,C339HPVTHLLM709WSU55,US77956H1041,GLEIF,BBG000BCGC60,BBG001S667R2,RPIBX,C000004007,T. Rowe Price International Bond Fund,figi-ticker-join
S000001489,T. Rowe Price International Bond Fund,C339HPVTHLLM709WSU55,US77956H3021,SEC-NPORT,BBG000BBVR08,BBG001S644Z2,PRIDX,,,unresolved
S000001489,T. Rowe Price International Bond Fund,C339HPVTHLLM709WSU55,US77956H4508,SEC-NPORT,BBG009Y08YQ1,BBG009Y08YS9,RPISX,C000159126,T. Rowe Price International Bond Fund-I Class,figi-ticker-join
S000001489,T. Rowe Price International Bond Fund,C339HPVTHLLM709WSU55,US77956H5349,SEC-NPORT,BBG009S4VWP9,BBG009S4VWQ8,PRXIX,C000159128,T. Rowe Price Emerging Markets Bond Fund-I Class,figi-ticker-join
S000001489,T. Rowe Price International Bond Fund,C339HPVTHLLM709WSU55,US87281D8680,SEC-NPORT,BBG00TFXF108,BBG00TFXF117,TRLZX,,,unresolved
S000001490,T. Rowe Price Emerging Markets Bond Fund,515326IHLDOILEO6ED43,US77956H5349,SEC-NPORT,BBG009S4VWP9,BBG009S4VWQ8,PRXIX,C000159128,T. Rowe Price Emerging Markets Bond Fund-I Class,figi-ticker-join
S000001490,T. Rowe Price Emerging Markets Bond Fund,515326IHLDOILEO6ED43,US87281D8011,SEC-NPORT,BBG00TFXF5K7,BBG00TFXF5L6,TREZX,,,unresolved
S000001491,T. Rowe Price International Discovery Fund,0Q0CC81N5HDD1TTTMO60,US87281D7443,SEC-NPORT,BBG00Z5LRCQ6,BBG00Z5LRCR5,TRZKX,,,unresolved
